customer_id,customer_name,email,registration_date,customer_type
39,customer_39,customer_39@gmail.com,2024-04-12 00:00:00,REGULAR
40,customer_40,customer_40@gmail.com,2024-03-30 00:00:00,PREMIUM
41,customer_41,customer_41@outlook.com,2024-12-12 00:00:00,PREMIUM
42,customer_42,customer_42@outlook.com,2023-11-12 00:00:00,VIP
43,customer_43,customer_43@gmail.com,2024-09-25 00:00:00,VIP
44,customer_44,customer_44@yahoo.com,2023-05-05 00:00:00,PREMIUM
45,customer_45,customer_45@yahoo.com,2023-10-14 00:00:00,VIP
46,customer_46,customer_46@yahoo.com,2023-07-15 00:00:00,VIP
47,customer_47,customer_47@yahoo.com,2023-05-11 00:00:00,PREMIUM
48,customer_48,customer_48@outlook.com,2023-11-07 00:00:00,VIP
49,customer_49,customer_49@gmail.com,2024-01-31 00:00:00,REGULAR
50,customer_50,customer_50@outlook.com,2023-02-17 00:00:00,PREMIUM
51,customer_51,customer_51@outlook.com,2024-01-22 00:00:00,PREMIUM
52,customer_52,customer_52@yahoo.com,2024-06-22 00:00:00,REGULAR
53,customer_53,customer_53@gmail.com,2023-11-09 00:00:00,REGULAR
54,customer_54,customer_54@gmail.com,2023-09-01 00:00:00,PREMIUM
55,customer_55,customer_55@yahoo.com,24-05-2023 00:00:00,PREMIUM
56,customer_56,customer_56@gmail.com,2024-04-10 00:00:00,REGULAR
57,customer_57,customer_57@yahoo.com,04-05-2024 00:00:00,VIP
58,customer_58,customer_58@yahoo.com,2023-05-17 00:00:00,VIP
59,customer_59,customer_59@outlook.com,24-07-2024 00:00:00,REGULAR
60,customer_60,customer_60@yahoo.com,2023-03-18 00:00:00,PREMIUM
61,customer_61,customer_61@yahoo.com,2023-06-16 00:00:00,PREMIUM
62,customer_62,customer_62@outlook.com,2024-09-08 00:00:00,REGULAR
63,customer_63,customer_63gmail.com,2023-12-14 00:00:00,VIP
64,customer_64,customer_64@gmail.com,2024-03-05 00:00:00,VIP
65,customer_65,customer_65gmail.com,2023-08-11 00:00:00,PREMIUM
66,customer_66,customer_66@outlook.com,2023-10-17 00:00:00,VIP
67,customer_67,customer_67@gmail.com,2024-05-23 00:00:00,PREMIUM
68,customer_68,customer_68@gmail.com,2023-06-19 00:00:00,REGULAR
69,customer_69,customer_69@gmail.com,2023-12-07 00:00:00,REGULAR
70,customer_70,customer_70@outlook.com,2024-12-01 00:00:00,REGULAR
71,customer_71,customer_71@gmail.com,2023-04-18 00:00:00,VIP
72,customer_72,customer_72@gmail.com,2023-02-13 00:00:00,VIP
73,customer_73,customer_73@outlook.com,29-07-2023 00:00:00,VIP
74,customer_74,customer_74@gmail.com,2023-12-24 00:00:00,REGULAR
75,customer_75,customer_75@yahoo.com,2024-03-12 00:00:00,REGULAR
76,customer_76,customer_76@outlook.com,2023-09-12 00:00:00,REGULAR
77,customer_77,customer_77@gmail.com,2024-06-27 00:00:00,REGULAR
78,customer_78,customer_78@outlook.com,2023-06-15 00:00:00,REGULAR
79,customer_79,customer_79@gmail.com,2024-11-09 00:00:00,VIP
80,customer_80,customer_80@outlook.com,2024-07-27 00:00:00,REGULAR
81,customer_81,customer_81@gmail.com,2024-11-06 00:00:00,REGULAR
82,customer_82,customer_82@gmail.com,2023-05-04 00:00:00,VIP
83,customer_83,customer_83@yahoo.com,2024-06-16 00:00:00,REGULAR
84,customer_84,customer_84@yahoo.com,09-11-2024 00:00:00,REGULAR
85,customer_85,customer_85@yahoo.com,2023-11-06 00:00:00,REGULAR
86,customer_86,customer_86@gmail.com,2023-03-29 00:00:00,VIP
87,customer_87,customer_87@outlook.com,2024-08-05 00:00:00,REGULAR
88,customer_88,customer_88@gmail.com,2023-05-29 00:00:00,VIP
89,customer_89,customer_89@outlook.com,2023-11-02 00:00:00,VIP
90,customer_90,customer_90@yahoo.com,2024-11-14 00:00:00,REGULAR
91,customer_91,customer_91@gmail.com,2024-10-01 00:00:00,PREMIUM
92,customer_92,customer_92@gmail.com,2024-09-07 00:00:00,PREMIUM
93,customer_93,customer_93@gmail.com,2024-03-06 00:00:00,REGULAR
94,customer_94,customer_94@gmail.com,2024-08-14 00:00:00,PREMIUM
95,customer_95,customer_95@yahoo.com,2023-12-07 00:00:00,PREMIUM
96,customer_96,customer_96@yahoo.com,2023-08-06 00:00:00,VIP
97,customer_97,customer_97@outlook.com,2024-07-10 00:00:00,REGULAR
98,customer_98,customer_98@outlook.com,2024-02-25 00:00:00,REGULAR
99,customer_99,customer_99@yahoo.com,2023-12-31 00:00:00,PREMIUM
100,customer_100,customer_100@yahoo.com,2024-08-26 00:00:00,PREMIUM
101,customer_101,customer_101@gmail.com,2024-10-31 00:00:00,REGULAR
102,customer_102,customer_102@gmail.com,2024-07-05 00:00:00,REGULAR
103,customer_103,customer_103@gmail.com,2024-05-28 00:00:00,VIP
104,customer_104,customer_104@gmail.com,2023-10-03 00:00:00,PREMIUM
105,customer_105,customer_105@outlook.com,2023-11-21 00:00:00,REGULAR
106,customer_106,customer_106@outlook.com,2023-09-04 00:00:00,REGULAR
107,customer_107,customer_107@yahoo.com,2023-05-03 00:00:00,PREMIUM
108,customer_108,customer_108@gmail.com,2023-09-24 00:00:00,REGULAR
109,customer_109,customer_109@yahoo.com,2023-12-12 00:00:00,PREMIUM
110,customer_110,customer_110@yahoo.com,2024-09-15 00:00:00,PREMIUM
111,customer_111,customer_111@outlook.com,2024-10-22 00:00:00,PREMIUM
112,customer_112,customer_112@outlook.com,2023-04-07 00:00:00,PREMIUM
113,customer_113,customer_113@yahoo.com,2023-09-29 00:00:00,REGULAR
114,customer_114,customer_114@yahoo.com,2023-04-05 00:00:00,PREMIUM
115,customer_115,customer_115@yahoo.com,2023-12-30 00:00:00,PREMIUM
116,customer_116,customer_116@gmail.com,20-07-2024 00:00:00,PREMIUM
117,customer_117,customer_117@outlook.com,01-10-2023 00:00:00,REGULAR
118,customer_118,customer_118@yahoo.com,2023-06-17 00:00:00,REGULAR
119,customer_119,customer_119@outlook.com,2023-08-05 00:00:00,PREMIUM
120,customer_120,customer_120@outlook.com,06-01-2024 00:00:00,PREMIUM
121,customer_121,customer_121@yahoo.com,2024-10-27 00:00:00,VIP
122,customer_122,customer_122@outlook.com,2024-04-05 00:00:00,REGULAR
123,customer_123,customer_123@gmail.com,2023-08-31 00:00:00,PREMIUM
124,customer_124,customer_124@gmail.com,2024-07-10 00:00:00,PREMIUM
125,customer_125,customer_125@yahoo.com,2024-09-07 00:00:00,PREMIUM
126,customer_126,customer_126@outlook.com,2023-11-30 00:00:00,REGULAR
127,customer_127,customer_127@yahoo.com,2023-11-02 00:00:00,PREMIUM
128,customer_128,customer_128@outlook.com,2024-07-30 00:00:00,PREMIUM
129,customer_129,customer_129@yahoo.com,2024-02-03 00:00:00,VIP
130,customer_130,customer_130@outlook.com,2023-07-07 00:00:00,VIP
131,customer_131,customer_131@yahoo.com,2023-03-12 00:00:00,PREMIUM
132,customer_132,customer_132@outlook.com,2023-09-17 00:00:00,PREMIUM
133,customer_133,customer_133@outlook.com,2023-05-24 00:00:00,REGULAR
134,customer_134,customer_134@gmail.com,2023-05-13 00:00:00,VIP
135,customer_135,customer_135@yahoo.com,2023-04-24 00:00:00,VIP
136,customer_136,customer_136@yahoo.com,19-08-2023 00:00:00,VIP
137,customer_137,customer_137@outlook.com,2023-08-17 00:00:00,REGULAR
138,customer_138,customer_138@gmail.com,2023-05-25 00:00:00,REGULAR
139,customer_139,customer_139@outlook.com,2024-12-17 00:00:00,VIP
140,customer_140,customer_140@gmail.com,2023-01-11 00:00:00,PREMIUM
141,customer_141,customer_141@outlook.com,2023-05-13 00:00:00,PREMIUM
142,customer_142,customer_142@yahoo.com,2023-07-26 00:00:00,REGULAR
143,customer_143,customer_143@yahoo.com,2023-12-20 00:00:00,VIP
144,customer_144,customer_144@gmail.com,2023-02-27 00:00:00,VIP
145,customer_145,customer_145@outlook.com,2024-10-30 00:00:00,PREMIUM
146,customer_146,customer_146@yahoo.com,2023-10-28 00:00:00,REGULAR
147,customer_147,customer_147@gmail.com,06-06-2024 00:00:00,REGULAR
148,customer_148,customer_148@gmail.com,2024-08-23 00:00:00,REGULAR
149,customer_149,customer_149@outlook.com,25-10-2024 00:00:00,REGULAR
150,customer_150,customer_150@gmail.com,02-08-2023 00:00:00,VIP
151,customer_151,customer_151@gmail.com,2023-03-13 00:00:00,VIP
152,customer_152,customer_152@yahoo.com,2023-10-27 00:00:00,PREMIUM
153,customer_153,customer_153gmail.com,2024-04-02 00:00:00,PREMIUM
154,customer_154,customer_154@outlook.com,2023-08-05 00:00:00,REGULAR
155,customer_155,customer_155@outlook.com,2024-06-26 00:00:00,REGULAR
156,customer_156,customer_156@outlook.com,2024-09-30 00:00:00,REGULAR
157,customer_157,customer_157@outlook.com,2023-03-04 00:00:00,VIP
158,customer_158,customer_158@gmail.com,2023-03-21 00:00:00,VIP
159,customer_159,customer_159@gmail.com,2023-03-17 00:00:00,VIP
160,customer_160,customer_160@yahoo.com,2023-08-02 00:00:00,PREMIUM
161,customer_161,customer_161@yahoo.com,2024-06-20 00:00:00,VIP
162,customer_162,customer_162@gmail.com,2023-11-22 00:00:00,REGULAR
163,customer_163,customer_163@outlook.com,2024-09-13 00:00:00,REGULAR
164,customer_164,customer_164@yahoo.com,2023-03-15 00:00:00,VIP
165,customer_165,customer_165@yahoo.com,2023-10-10 00:00:00,VIP
166,customer_166,customer_166@yahoo.com,01-03-2024 00:00:00,PREMIUM
167,customer_167,customer_167@yahoo.com,22-11-2023 00:00:00,REGULAR
168,customer_168,customer_168@yahoo.com,2024-03-13 00:00:00,REGULAR
169,customer_169,customer_169@outlook.com,2024-03-07 00:00:00,REGULAR
170,customer_170,customer_170@yahoo.com,2024-10-31 00:00:00,REGULAR
171,customer_171,customer_171@yahoo.com,2023-03-19 00:00:00,VIP
172,customer_172,customer_172@outlook.com,2024-04-17 00:00:00,VIP
173,customer_173,customer_173@outlook.com,2023-01-16 00:00:00,REGULAR
174,customer_174,customer_174@yahoo.com,2024-02-17 00:00:00,REGULAR
175,customer_175,customer_175@gmail.com,2024-07-12 00:00:00,VIP
176,customer_176,customer_176@gmail.com,2024-11-14 00:00:00,PREMIUM
177,customer_177,customer_177gmail.com,2024-08-26 00:00:00,PREMIUM
178,customer_178,customer_178@outlook.com,2024-03-21 00:00:00,REGULAR
179,customer_179,customer_179@yahoo.com,2024-11-02 00:00:00,PREMIUM
180,customer_180,customer_180@outlook.com,2024-07-23 00:00:00,REGULAR
181,customer_181,customer_181@outlook.com,2023-12-22 00:00:00,REGULAR
182,customer_182,customer_182@yahoo.com,2024-06-14 00:00:00,VIP
183,customer_183,customer_183@outlook.com,2023-03-11 00:00:00,PREMIUM
184,customer_184,customer_184@gmail.com,2024-01-24 00:00:00,PREMIUM
185,customer_185,customer_185@yahoo.com,2023-07-24 00:00:00,VIP
186,customer_186,customer_186@gmail.com,2023-04-27 00:00:00,VIP
187,customer_187,customer_187@gmail.com,2024-02-12 00:00:00,REGULAR
188,customer_188,customer_188@yahoo.com,2023-02-21 00:00:00,REGULAR
189,customer_189,customer_189@outlook.com,2023-11-27 00:00:00,REGULAR
190,customer_190,customer_190@yahoo.com,2024-10-09 00:00:00,REGULAR
191,customer_191,customer_191@outlook.com,2023-09-07 00:00:00,VIP
192,customer_192,customer_192@gmail.com,2023-12-18 00:00:00,VIP
193,customer_193,customer_193@yahoo.com,2023-12-13 00:00:00,REGULAR
194,customer_194,customer_194@outlook.com,2023-09-06 00:00:00,REGULAR
195,customer_195,customer_195@yahoo.com,2024-07-23 00:00:00,PREMIUM
196,customer_196,customer_196@gmail.com,2023-12-04 00:00:00,REGULAR
197,customer_197,customer_197@gmail.com,03-08-2023 00:00:00,PREMIUM
198,customer_198,customer_198@yahoo.com,2023-07-06 00:00:00,REGULAR
199,customer_199,customer_199@outlook.com,2023-01-11 00:00:00,REGULAR
200,customer_200,customer_200@outlook.com,2024-05-11 00:00:00,PREMIUM
201,customer_201,customer_201@outlook.com,2024-06-01 00:00:00,VIP
202,customer_202,customer_202@outlook.com,2023-06-28 00:00:00,PREMIUM
203,customer_203,customer_203@outlook.com,2023-02-03 00:00:00,PREMIUM
204,customer_204,customer_204@yahoo.com,25-02-2024 00:00:00,VIP
205,customer_205,customer_205@gmail.com,2023-05-29 00:00:00,PREMIUM
206,customer_206,customer_206@yahoo.com,2023-06-09 00:00:00,VIP
207,customer_207,customer_207@gmail.com,2023-12-11 00:00:00,PREMIUM
208,customer_208,customer_208@yahoo.com,2023-09-06 00:00:00,REGULAR
209,customer_209,customer_209@yahoo.com,2024-07-30 00:00:00,VIP
210,customer_210,customer_210@yahoo.com,2023-11-09 00:00:00,REGULAR
211,customer_211,customer_211@outlook.com,2023-12-29 00:00:00,VIP
212,customer_212,customer_212@gmail.com,16-12-2024 00:00:00,VIP
213,customer_213,customer_213@gmail.com,2024-11-18 00:00:00,PREMIUM
214,customer_214,customer_214@yahoo.com,2023-05-24 00:00:00,REGULAR
215,customer_215,customer_215@gmail.com,2024-03-25 00:00:00,PREMIUM
216,customer_216,customer_216@gmail.com,07-07-2023 00:00:00,VIP
217,customer_217,customer_217@gmail.com,2024-11-08 00:00:00,REGULAR
218,customer_218,customer_218@gmail.com,2023-04-26 00:00:00,REGULAR
219,customer_219,customer_219@outlook.com,2024-04-04 00:00:00,REGULAR
220,customer_220,customer_220@gmail.com,2024-10-25 00:00:00,PREMIUM
221,customer_221,customer_221@outlook.com,04-06-2024 00:00:00,PREMIUM
222,customer_222,customer_222@gmail.com,04-11-2024 00:00:00,REGULAR
223,customer_223,customer_223@outlook.com,2024-07-20 00:00:00,REGULAR
224,customer_224,customer_224@gmail.com,2023-06-18 00:00:00,VIP
225,customer_225,customer_225@yahoo.com,2024-08-14 00:00:00,PREMIUM
226,customer_226,customer_226@yahoo.com,2023-03-21 00:00:00,VIP
227,customer_227,customer_227@yahoo.com,2023-07-05 00:00:00,REGULAR
228,customer_228,customer_228@outlook.com,08-10-2023 00:00:00,PREMIUM
229,customer_229,customer_229@yahoo.com,07-04-2023 00:00:00,PREMIUM
230,customer_230,customer_230@outlook.com,2024-03-19 00:00:00,VIP
231,customer_231,customer_231@gmail.com,2024-11-21 00:00:00,VIP
232,customer_232,customer_232@gmail.com,2023-02-12 00:00:00,PREMIUM
233,customer_233,customer_233@gmail.com,2024-02-07 00:00:00,PREMIUM
234,customer_234,customer_234@outlook.com,2024-03-13 00:00:00,VIP
235,customer_235,customer_235@yahoo.com,2023-02-15 00:00:00,VIP
236,customer_236,customer_236@gmail.com,2023-11-11 00:00:00,REGULAR
237,customer_237,customer_237@gmail.com,2023-10-20 00:00:00,REGULAR
238,customer_238,customer_238@outlook.com,2023-06-10 00:00:00,VIP
239,customer_239,customer_239@outlook.com,25-08-2023 00:00:00,VIP
240,customer_240,customer_240@gmail.com,2024-03-21 00:00:00,REGULAR
241,customer_241,customer_241@outlook.com,2023-11-17 00:00:00,REGULAR
242,customer_242,customer_242@gmail.com,2023-05-13 00:00:00,REGULAR
243,customer_243,customer_243@outlook.com,2024-04-03 00:00:00,VIP
244,customer_244,customer_244@yahoo.com,2024-05-26 00:00:00,VIP
245,customer_245,customer_245@gmail.com,2024-07-06 00:00:00,PREMIUM
246,customer_246,customer_246@outlook.com,2024-12-27 00:00:00,VIP
247,customer_247,customer_247@yahoo.com,2024-10-10 00:00:00,PREMIUM
248,customer_248,customer_248@outlook.com,2024-02-07 00:00:00,PREMIUM
249,customer_249,customer_249@gmail.com,2024-09-01 00:00:00,REGULAR
250,customer_250,customer_250@outlook.com,25-09-2023 00:00:00,VIP
251,customer_251,customer_251@outlook.com,2024-01-11 00:00:00,PREMIUM
252,customer_252,customer_252@yahoo.com,2023-10-22 00:00:00,REGULAR
253,customer_253,customer_253@outlook.com,2023-12-16 00:00:00,VIP
254,customer_254,customer_254@yahoo.com,2024-03-31 00:00:00,PREMIUM
255,customer_255,customer_255@outlook.com,2024-02-08 00:00:00,PREMIUM
256,customer_256,customer_256@outlook.com,2024-09-10 00:00:00,REGULAR
257,customer_257,customer_257@outlook.com,2024-08-14 00:00:00,PREMIUM
258,customer_258,customer_258@outlook.com,2023-03-24 00:00:00,PREMIUM
259,customer_259,customer_259@gmail.com,2024-01-20 00:00:00,PREMIUM
260,customer_260,customer_260@outlook.com,18-05-2023 00:00:00,VIP
261,customer_261,customer_261@outlook.com,2024-12-27 00:00:00,PREMIUM
262,customer_262,customer_262@gmail.com,2024-03-05 00:00:00,VIP
263,customer_263,customer_263@yahoo.com,2023-10-04 00:00:00,REGULAR
264,customer_264,customer_264@gmail.com,2023-01-12 00:00:00,VIP
265,customer_265,customer_265@yahoo.com,2024-12-17 00:00:00,PREMIUM
266,customer_266,customer_266@outlook.com,2024-06-19 00:00:00,PREMIUM
267,customer_267,customer_267@gmail.com,2023-11-06 00:00:00,PREMIUM
268,customer_268,customer_268@outlook.com,2023-12-13 00:00:00,PREMIUM
269,customer_269,customer_269@yahoo.com,2023-10-02 00:00:00,REGULAR
270,customer_270,customer_270@gmail.com,2023-11-23 00:00:00,PREMIUM
271,customer_271,customer_271@outlook.com,2024-12-29 00:00:00,PREMIUM
272,customer_272,customer_272@yahoo.com,10-12-2023 00:00:00,PREMIUM
273,customer_273,customer_273@gmail.com,2024-02-08 00:00:00,VIP
274,customer_274,customer_274@yahoo.com,2023-07-10 00:00:00,REGULAR
275,customer_275,customer_275@gmail.com,2024-05-13 00:00:00,PREMIUM
276,customer_276,customer_276@gmail.com,2023-08-12 00:00:00,PREMIUM
277,customer_277,customer_277@yahoo.com,2023-03-23 00:00:00,PREMIUM
278,customer_278,customer_278@outlook.com,24-08-2024 00:00:00,VIP
279,customer_279,customer_279@outlook.com,2024-10-11 00:00:00,REGULAR
280,customer_280,customer_280@yahoo.com,2023-04-20 00:00:00,PREMIUM
281,customer_281,customer_281@outlook.com,2024-06-22 00:00:00,REGULAR
282,customer_282,customer_282@outlook.com,2023-08-27 00:00:00,VIP
283,customer_283,customer_283@outlook.com,26-02-2024 00:00:00,PREMIUM
284,customer_284,customer_284@yahoo.com,2024-06-22 00:00:00,PREMIUM
285,customer_285,customer_285@outlook.com,2024-09-14 00:00:00,VIP
286,customer_286,customer_286@gmail.com,06-03-2024 00:00:00,VIP
287,customer_287,customer_287@outlook.com,2023-04-01 00:00:00,REGULAR
288,customer_288,customer_288@outlook.com,2024-04-11 00:00:00,PREMIUM
289,customer_289,customer_289gmail.com,2024-03-18 00:00:00,VIP
290,customer_290,customer_290@gmail.com,2024-11-29 00:00:00,REGULAR
291,customer_291,customer_291@yahoo.com,2023-09-02 00:00:00,REGULAR
292,customer_292,customer_292@yahoo.com,2023-02-01 00:00:00,REGULAR
293,customer_293,customer_293@yahoo.com,2023-11-04 00:00:00,REGULAR
294,customer_294,customer_294@outlook.com,2024-05-13 00:00:00,VIP
295,customer_295,customer_295@yahoo.com,2024-11-26 00:00:00,REGULAR
296,customer_296,customer_296@outlook.com,2024-02-08 00:00:00,PREMIUM
297,customer_297,customer_297@outlook.com,2023-06-16 00:00:00,REGULAR
298,customer_298,customer_298@yahoo.com,2023-01-30 00:00:00,VIP
299,customer_299,customer_299@outlook.com,2023-08-30 00:00:00,PREMIUM
300,customer_300,customer_300@outlook.com,2023-01-10 00:00:00,VIP
301,customer_301,customer_301@gmail.com,2024-05-01 00:00:00,VIP
302,customer_302,customer_302@yahoo.com,2024-09-16 00:00:00,PREMIUM
303,customer_303,customer_303@gmail.com,2024-08-10 00:00:00,REGULAR
304,customer_304,customer_304@outlook.com,07-08-2023 00:00:00,PREMIUM
305,customer_305,customer_305@yahoo.com,08-06-2024 00:00:00,REGULAR
306,customer_306,customer_306@yahoo.com,11-12-2023 00:00:00,VIP
307,customer_307,customer_307@gmail.com,23-01-2023 00:00:00,REGULAR
308,customer_308,customer_308@yahoo.com,2023-08-21 00:00:00,PREMIUM
309,customer_309,customer_309@yahoo.com,2023-12-15 00:00:00,REGULAR
310,customer_310,customer_310@gmail.com,2024-07-14 00:00:00,PREMIUM
311,customer_311,customer_311@yahoo.com,2023-03-26 00:00:00,VIP
312,customer_312,customer_312@yahoo.com,2024-07-07 00:00:00,PREMIUM
313,customer_313,customer_313@yahoo.com,2024-08-06 00:00:00,VIP
314,customer_314,customer_314@gmail.com,2023-11-10 00:00:00,VIP
315,customer_315,customer_315@yahoo.com,25-06-2024 00:00:00,VIP
316,customer_316,customer_316@outlook.com,2023-06-02 00:00:00,VIP
317,customer_317,customer_317@gmail.com,2024-04-14 00:00:00,PREMIUM
318,customer_318,customer_318@yahoo.com,2024-07-12 00:00:00,REGULAR
319,customer_319,customer_319@gmail.com,2023-09-21 00:00:00,PREMIUM
320,customer_320,customer_320@outlook.com,2024-03-18 00:00:00,VIP
321,customer_321,customer_321@yahoo.com,2023-11-30 00:00:00,PREMIUM
322,customer_322,customer_322@outlook.com,2023-10-31 00:00:00,VIP
323,customer_323,customer_323@yahoo.com,02-02-2024 00:00:00,REGULAR
324,customer_324,customer_324@yahoo.com,2024-12-26 00:00:00,VIP
325,customer_325,customer_325@gmail.com,2024-07-05 00:00:00,PREMIUM
326,customer_326,customer_326@outlook.com,2024-09-06 00:00:00,REGULAR
327,customer_327,customer_327@outlook.com,2024-10-04 00:00:00,VIP
328,customer_328,customer_328@gmail.com,2023-06-29 00:00:00,PREMIUM
329,customer_329,customer_329@outlook.com,2023-11-06 00:00:00,REGULAR
330,customer_330,customer_330@yahoo.com,2023-07-16 00:00:00,PREMIUM
331,customer_331,customer_331@outlook.com,2023-02-20 00:00:00,REGULAR
332,customer_332,customer_332@yahoo.com,2023-08-12 00:00:00,PREMIUM
333,customer_333,customer_333@yahoo.com,2024-04-15 00:00:00,PREMIUM
334,customer_334,customer_334@yahoo.com,2024-04-15 00:00:00,REGULAR
335,customer_335,customer_335@outlook.com,2023-12-14 00:00:00,VIP
336,customer_336,customer_336@outlook.com,2023-12-27 00:00:00,VIP
337,customer_337,customer_337@outlook.com,2024-02-05 00:00:00,PREMIUM
338,customer_338,customer_338@gmail.com,2023-07-22 00:00:00,VIP
339,customer_339,customer_339@yahoo.com,2024-09-17 00:00:00,VIP
340,customer_340,customer_340@gmail.com,2023-08-09 00:00:00,PREMIUM
341,customer_341,customer_341@yahoo.com,2024-10-12 00:00:00,REGULAR
342,customer_342,customer_342@outlook.com,2023-03-01 00:00:00,PREMIUM
343,customer_343,customer_343@outlook.com,2023-01-14 00:00:00,PREMIUM
344,customer_344,customer_344@gmail.com,2023-11-20 00:00:00,REGULAR
345,customer_345,customer_345@yahoo.com,2024-10-27 00:00:00,VIP
346,customer_346,customer_346@outlook.com,2024-05-10 00:00:00,PREMIUM
347,customer_347,customer_347@yahoo.com,20-05-2024 00:00:00,REGULAR
348,customer_348,customer_348@outlook.com,2024-07-13 00:00:00,PREMIUM
349,customer_349,customer_349@outlook.com,2024-04-14 00:00:00,REGULAR
350,customer_350,customer_350@yahoo.com,2024-07-16 00:00:00,VIP
351,customer_351,customer_351@yahoo.com,2024-04-19 00:00:00,REGULAR
352,customer_352,customer_352@gmail.com,2024-08-17 00:00:00,PREMIUM
353,customer_353,customer_353@outlook.com,2023-09-20 00:00:00,REGULAR
354,customer_354,customer_354@gmail.com,2024-12-14 00:00:00,VIP
355,customer_355,customer_355@yahoo.com,2024-04-10 00:00:00,REGULAR
356,customer_356,customer_356@yahoo.com,2023-07-15 00:00:00,PREMIUM
357,customer_357,customer_357@gmail.com,2023-02-06 00:00:00,VIP
358,customer_358,customer_358@yahoo.com,05-10-2024 00:00:00,PREMIUM
359,customer_359,customer_359@outlook.com,2023-05-04 00:00:00,VIP
360,customer_360,customer_360@outlook.com,2024-06-06 00:00:00,VIP
361,customer_361,customer_361@gmail.com,2023-03-07 00:00:00,REGULAR
362,customer_362,customer_362@yahoo.com,02-01-2023 00:00:00,REGULAR
363,customer_363,customer_363@gmail.com,2024-03-28 00:00:00,REGULAR
364,customer_364,customer_364@outlook.com,10-10-2024 00:00:00,PREMIUM
365,customer_365,customer_365@gmail.com,2024-06-29 00:00:00,REGULAR
366,customer_366,customer_366@outlook.com,2024-05-05 00:00:00,VIP
367,customer_367,customer_367@yahoo.com,2024-03-15 00:00:00,VIP
368,customer_368,customer_368@gmail.com,2024-08-27 00:00:00,REGULAR
369,customer_369,customer_369@yahoo.com,2023-01-04 00:00:00,PREMIUM
370,customer_370,customer_370@yahoo.com,2024-10-03 00:00:00,PREMIUM
371,customer_371,customer_371@gmail.com,2024-07-23 00:00:00,PREMIUM
372,customer_372,customer_372@yahoo.com,05-01-2024 00:00:00,REGULAR
373,customer_373,customer_373@gmail.com,2024-12-23 00:00:00,PREMIUM
374,customer_374,customer_374@gmail.com,2023-12-14 00:00:00,PREMIUM
375,customer_375,customer_375@outlook.com,2023-02-10 00:00:00,REGULAR
376,customer_376,customer_376@yahoo.com,2024-01-15 00:00:00,PREMIUM
